Posição Atual do Ativo,Código da Operação,Preço de Abertura,Maxima Alta,Minima Baixa,Preço de Fechamento,Última Média Rápida,Última Média Lenta,Última Volatilidade,Média da Volatilidade,Diferença Atual,Último RSI,Média Recente dos Gradientes Rápidos,Média Necessária para Tendência de Alta,Gradiente Rápido Máximo para Sair da Tendência,Gradiente Rápido,Direção do Gradiente Rápido,Gradiente Lento,Direção do Gradiente Lento,Porcentagem de Crescimento do Gradiente Rápido,Porcentagem de Decremento do Gradiente Rápido,MACD,Linha de Sinal,Histograma do MACD,Taxa de Crescimento do Histograma do MACD,Sinal de Compra,Sinal de Venda,Indicador Vortex +VI,Indicador Vortex -VI,Taxa de Crescimento do +VI
Vendido,SOLUSDT,208.32,208.4,207.06,208.3,206.289,210.018,5.487,4.273,-3.73,81.171,0.103,0.411,0.513,0.67,Subindo,-0.222,Subindo,13.012,0.0,0.61551,-0.69178,1.30729,0.093,False,False,1.21516,0.71149,-11.368
Vendido,SOLUSDT,208.26,208.59,208.29,208.33,206.783,209.851,5.424,4.295,-3.068,74.195,0.224,0.413,0.59,0.453,Descendo,-0.174,Subindo,0.0,32.409,0.82455,-0.41144,1.23599,-0.073,False,False,1.24764,0.64867,0.648
Vendido,SOLUSDT,208.07,208.59,207.77,208.07,206.746,209.845,5.426,4.295,-3.099,67.215,0.216,0.413,0.373,0.416,Descendo,-0.181,Descendo,0.0,8.202,0.78497,-0.41863,1.2036,-0.097,False,False,1.24764,0.69066,0.648
Vendido,SOLUSDT,207.75,208.59,207.58,207.75,206.7,209.837,5.429,4.296,-3.137,60.239,0.195,0.413,0.336,0.37,Descendo,-0.189,Descendo,0.0,10.997,0.69538,-0.43492,1.13031,-0.152,False,False,1.24764,0.70694,0.648
Vendido,SOLUSDT,207.9,208.59,207.45,207.95,206.729,209.842,5.427,4.295,-3.113,64.417,0.207,0.413,0.29,0.399,Subindo,-0.184,Subindo,7.722,0.0,0.74538,-0.42583,1.17121,-0.121,False,False,1.24764,0.71808,0.648
Vendido,SOLUSDT,208.02,208.59,207.45,208.03,206.74,209.844,5.426,4.295,-3.104,66.255,0.205,0.413,0.319,0.41,Subindo,-0.182,Subindo,2.867,0.0,0.73288,-0.4281,1.16099,-0.129,False,False,1.24764,0.71808,0.648
Vendido,SOLUSDT,207.73,208.59,207.45,207.74,206.699,209.837,5.429,4.296,-3.138,60.044,0.193,0.413,0.33,0.369,Descendo,-0.189,Descendo,0.0,10.105,0.65788,-0.44174,1.09962,-0.175,False,False,1.24764,0.71808,0.648
Vendido,SOLUSDT,207.54,208.59,207.36,207.48,206.661,209.83,5.431,4.296,-3.169,55.389,0.185,0.413,0.289,0.331,Descendo,-0.195,Descendo,0.0,10.078,0.63913,-0.44515,1.08428,-0.187,False,False,1.24764,0.72579,0.648
Vendido,SOLUSDT,207.27,208.59,207.26,207.27,206.631,209.825,5.434,4.296,-3.193,52.125,0.172,0.413,0.251,0.301,Descendo,-0.201,Descendo,0.0,9.052,0.59122,-0.45386,1.04508,-0.216,False,False,1.24764,0.73608,0.648
Vendido,SOLUSDT,207.63,208.59,207.21,207.62,206.681,209.834,5.43,4.296,-3.152,57.802,0.196,0.413,0.221,0.351,Subindo,-0.192,Subindo,16.588,0.0,0.69747,-0.43454,1.13201,-0.151,False,False,1.24764,0.73865,0.648
Vendido,SOLUSDT,207.3,208.59,207.21,207.25,206.629,209.824,5.434,4.296,-3.196,51.834,0.174,0.413,0.271,0.299,Descendo,-0.201,Descendo,0.0,15.041,0.58288,-0.45538,1.03826,-0.221,False,False,1.24764,0.7395,0.648
Vendido,SOLUSDT,207.93,208.59,207.2,207.93,206.726,209.841,5.427,4.295,-3.116,63.974,0.204,0.413,0.219,0.396,Subindo,-0.184,Subindo,32.536,0.0,0.72247,-0.43,1.15246,-0.135,False,False,1.24764,0.7395,0.648
Vendido,SOLUSDT,207.98,208.59,207.2,207.98,206.733,209.843,5.426,4.295,-3.11,65.095,0.206,0.413,0.316,0.403,Subindo,-0.183,Subindo,1.805,0.0,0.73705,-0.42735,1.1644,-0.126,False,False,1.24764,0.7395,0.648
Vendido,SOLUSDT,207.83,208.59,207.2,207.87,206.717,209.84,5.427,4.295,-3.123,62.678,0.201,0.413,0.323,0.387,Descendo,-0.186,Descendo,0.0,3.901,0.71622,-0.43113,1.14735,-0.139,False,False,1.24764,0.7395,0.648
Vendido,SOLUSDT,207.54,207.62,207.42,207.57,207.009,209.628,5.356,4.328,-2.62,56.829,0.053,0.413,0.307,0.333,Descendo,-0.204,Descendo,0.0,14.022,0.65797,-0.24117,0.89914,-0.185,False,False,1.09635,0.76389,-12.126
Vendido,SOLUSDT,207.83,207.83,207.42,207.82,207.044,209.635,5.353,4.328,-2.59,61.366,0.059,0.413,0.253,0.369,Subindo,-0.198,Subindo,10.73,0.0,0.68713,-0.23587,0.923,-0.163,False,False,1.11198,0.76389,-10.874
Vendido,SOLUSDT,208.19,208.23,207.42,208.1,207.084,209.642,5.351,4.328,-2.557,65.389,0.085,0.413,0.289,0.409,Subindo,-0.191,Subindo,10.853,0.0,0.79755,-0.2158,1.01334,-0.081,False,False,1.15625,0.76389,-7.325
Vendido,SOLUSDT,208.56,208.64,207.42,208.55,207.149,209.653,5.348,4.328,-2.504,70.351,0.097,0.413,0.329,0.473,Subindo,-0.18,Subindo,15.734,0.0,0.86005,-0.20443,1.06448,-0.035,False,False,1.18229,0.76389,-5.238
Vendido,SOLUSDT,209.54,209.57,207.42,209.53,207.289,209.678,5.345,4.327,-2.389,77.405,0.142,0.413,0.393,0.613,Subindo,-0.155,Subindo,29.607,0.0,1.04963,-0.16996,1.21959,0.106,False,False,1.26562,0.76389,1.441
Vendido,SOLUSDT,209.13,209.6,207.42,209.23,207.246,209.67,5.346,4.327,-2.424,75.63,0.124,0.413,0.533,0.57,Descendo,-0.162,Descendo,0.0,6.993,0.96838,-0.18473,1.15312,0.045,False,False,1.26562,0.76389,1.441
Vendido,SOLUSDT,209.18,209.6,207.42,209.19,207.24,209.669,5.346,4.327,-2.429,75.372,0.132,0.413,0.49,0.564,Descendo,-0.163,Descendo,0.0,1.003,1.01838,-0.17564,1.19403,0.082,False,False,1.26562,0.76389,1.441
Vendido,SOLUSDT,209.97,210.12,207.42,209.94,207.347,209.688,5.346,4.327,-2.341,79.451,0.165,0.413,0.484,0.671,Subindo,-0.145,Subindo,18.987,0.0,1.15172,-0.1514,1.30312,0.181,False,False,1.31076,0.76389,5.059
Vendido,SOLUSDT,210.62,210.64,207.42,210.63,207.446,209.705,5.347,4.328,-2.259,82.167,0.195,0.413,0.591,0.77,Subindo,-0.127,Subindo,14.681,0.0,1.26838,-0.13019,1.39857,0.268,False,False,1.3559,0.76389,8.677
Vendido,SOLUSDT,210.43,210.64,207.42,210.42,207.416,209.7,5.347,4.328,-2.284,81.42,0.186,0.413,0.69,0.74,Descendo,-0.133,Descendo,0.0,3.896,1.23922,-0.13549,1.37471,0.246,False,False,1.3559,0.76389,8.677
Vendido,SOLUSDT,209.81,210.64,207.42,209.81,207.329,209.684,5.345,4.327,-2.356,78.843,0.154,0.413,0.66,0.653,Descendo,-0.148,Descendo,0.0,11.776,1.07463,-0.16542,1.24005,0.124,False,False,1.3559,0.76389,8.677
Vendido,SOLUSDT,209.58,210.64,207.42,209.58,207.296,209.679,5.345,4.327,-2.383,77.676,0.147,0.413,0.573,0.62,Descendo,-0.154,Descendo,0.0,5.033,1.07047,-0.16617,1.23664,0.121,False,False,1.3559,0.76389,8.677
Vendido,SOLUSDT,210.11,210.64,207.42,210.18,207.381,209.694,5.346,4.327,-2.312,80.485,0.171,0.413,0.54,0.706,Subindo,-0.139,Subindo,13.825,0.0,1.1663,-0.14875,1.31505,0.192,False,False,1.3559,0.76389,8.677
Vendido,SOLUSDT,209.54,209.82,209.44,209.51,207.816,209.49,5.201,4.356,-1.674,71.526,0.086,0.415,0.626,0.487,Descendo,-0.195,Descendo,0.0,30.972,1.30525,0.10694,1.19831,-0.054,False,False,1.27364,0.6124,-6.067
Vendido,SOLUSDT,209.49,210.0,209.44,209.58,207.826,209.492,5.201,4.356,-1.666,73.11,0.085,0.415,0.407,0.497,Subindo,-0.193,Subindo,2.053,0.0,1.299,0.1058,1.1932,-0.058,False,False,1.2876,0.6124,-5.038
Vendido,SOLUSDT,209.54,210.0,209.44,209.56,207.823,209.491,5.201,4.356,-1.668,72.65,0.082,0.415,0.417,0.494,Descendo,-0.193,Descendo,0.0,0.575,1.274,0.10125,1.17275,-0.075,False,False,1.2876,0.6124,-5.038
Vendido,SOLUSDT,210.13,210.04,209.44,210.04,207.891,209.503,5.202,4.356,-1.612,80.382,0.109,0.415,0.414,0.563,Subindo,-0.181,Subindo,13.873,0.0,1.40525,0.12512,1.28013,0.01,False,False,1.30388,0.6124,-3.837
Vendido,SOLUSDT,210.28,210.48,209.44,210.34,207.934,209.511,5.203,4.356,-1.576,82.082,0.114,0.415,0.483,0.606,Subindo,-0.174,Subindo,7.614,0.0,1.39483,0.12322,1.27161,0.003,False,False,1.32481,0.6124,-2.293
Vendido,SOLUSDT,209.74,210.48,209.44,209.75,207.85,209.496,5.201,4.356,-1.646,77.263,0.092,0.415,0.526,0.521,Descendo,-0.189,Descendo,0.0,13.915,1.30942,0.10769,1.20172,-0.052,False,False,1.32481,0.6124,-2.293
Vendido,SOLUSDT,209.96,210.48,209.44,209.95,207.879,209.501,5.202,4.356,-1.622,79.807,0.101,0.415,0.441,0.55,Subindo,-0.183,Subindo,5.479,0.0,1.374,0.11944,1.25456,-0.01,False,False,1.32481,0.6124,-2.293
Vendido,SOLUSDT,209.45,210.48,209.39,209.43,207.804,209.488,5.201,4.356,-1.684,69.799,0.08,0.415,0.47,0.476,Descendo,-0.197,Descendo,0.0,13.506,1.25733,0.09822,1.15911,-0.085,False,False,1.32481,0.61628,-2.293
Vendido,SOLUSDT,209.72,210.48,209.39,209.71,207.844,209.495,5.201,4.356,-1.651,76.243,0.087,0.415,0.396,0.516,Subindo,-0.189,Subindo,8.408,0.0,1.28858,0.10391,1.18468,-0.065,False,False,1.32481,0.61628,-2.293
Vendido,SOLUSDT,210.23,210.48,209.39,210.21,207.916,209.508,5.202,4.356,-1.592,81.383,0.119,0.415,0.436,0.587,Subindo,-0.177,Subindo,13.85,0.0,1.4365,0.1308,1.3057,0.03,False,False,1.32481,0.61628,-2.293
Vendido,SOLUSDT,210.39,210.49,209.39,210.39,207.941,209.512,5.203,4.356,-1.571,82.337,0.119,0.415,0.507,0.613,Subindo,-0.173,Subindo,4.38,0.0,1.44067,0.13156,1.30911,0.033,False,False,1.32558,0.61628,-2.236
Vendido,SOLUSDT,210.62,210.71,209.39,210.6,207.971,209.517,5.204,4.356,-1.546,83.333,0.134,0.415,0.533,0.643,Subindo,-0.167,Subindo,4.895,0.0,1.49483,0.14141,1.35343,0.068,False,False,1.34264,0.61628,-0.978
Vendido,SOLUSDT,210.55,210.8,209.39,210.47,207.953,209.514,5.203,4.356,-1.561,82.73,0.133,0.415,0.563,0.624,Descendo,-0.171,Descendo,0.0,2.889,1.49692,0.14178,1.35513,0.069,False,False,1.34961,0.61628,-0.464
Vendido,SOLUSDT,210.01,210.26,209.96,209.97,208.684,209.297,4.999,4.377,-0.613,72.353,0.26,0.416,0.544,0.761,Subindo,-0.211,Descendo,21.968,0.0,1.50076,0.37678,1.12397,-0.128,False,False,1.25281,0.56421,-7.173
Vendido,SOLUSDT,210.35,210.52,209.95,210.37,208.741,209.307,5.001,4.377,-0.566,82.511,0.268,0.416,0.681,0.819,Subindo,-0.201,Subindo,7.505,0.0,1.54659,0.38512,1.16147,-0.099,False,False,1.27368,0.56421,-5.627
Vendido,SOLUSDT,210.35,210.35,210.19,210.35,209.583,208.412,4.037,4.415,1.171,70.387,-0.163,0.418,0.779,0.396,Descendo,-0.172,Subindo,0.0,53.91,1.1943,0.74765,0.44665,0.007,False,False,0.98074,0.75744,-14.958
Vendido,SOLUSDT,210.57,210.64,210.19,210.55,209.611,208.417,4.04,4.415,1.194,72.439,-0.152,0.418,0.316,0.424,Subindo,-0.166,Subindo,7.22,0.0,1.24639,0.75712,0.48927,0.103,False,False,1.00088,0.75744,-13.212
Vendido,SOLUSDT,210.82,210.83,210.19,210.82,209.65,208.424,4.043,4.415,1.226,74.796,-0.142,0.418,0.344,0.463,Subindo,-0.16,Subindo,9.091,0.0,1.27764,0.7628,0.51483,0.16,False,False,1.01664,0.75744,-11.845
Vendido,SOLUSDT,211.26,211.3,210.19,211.26,209.713,208.435,4.051,4.415,1.278,77.878,-0.119,0.418,0.383,0.526,Subindo,-0.149,Subindo,13.58,0.0,1.38389,0.78212,0.60177,0.356,False,False,1.05954,0.75744,-8.125
Vendido,SOLUSDT,211.44,211.42,210.19,211.4,209.733,208.439,4.053,4.415,1.294,78.707,-0.111,0.418,0.446,0.546,Subindo,-0.145,Subindo,3.804,0.0,1.41097,0.78705,0.62392,0.406,False,False,1.0718,0.75744,-7.062
Vendido,SOLUSDT,211.95,212.11,210.19,211.95,209.811,208.452,4.065,4.415,1.359,81.439,-0.084,0.418,0.466,0.624,Subindo,-0.132,Subindo,14.398,0.0,1.5443,0.81129,0.73302,0.652,False,False,1.12872,0.75744,-2.126
Vendido,SOLUSDT,212.51,212.69,210.19,212.51,209.891,208.466,4.078,4.416,1.425,83.583,-0.057,0.418,0.544,0.704,Subindo,-0.118,Subindo,12.815,0.0,1.65055,0.83061,0.81995,0.848,False,False,1.18039,0.75744,2.354
Vendido,SOLUSDT,212.18,212.7,210.19,212.14,209.839,208.457,4.069,4.416,1.382,82.226,-0.079,0.418,0.624,0.651,Descendo,-0.127,Descendo,0.0,7.505,1.57139,0.81621,0.75517,0.702,False,False,1.18039,0.75744,2.354
Vendido,SOLUSDT,212.14,212.7,210.19,212.07,209.829,208.455,4.067,4.415,1.373,81.944,-0.076,0.418,0.571,0.641,Descendo,-0.129,Descendo,0.0,1.535,1.53805,0.81015,0.7279,0.64,False,False,1.18039,0.75744,2.354
Vendido,SOLUSDT,211.8,212.7,210.19,211.84,209.796,208.45,4.062,4.415,1.346,80.95,-0.097,0.418,0.561,0.609,Descendo,-0.134,Descendo,0.0,5.122,1.50472,0.80409,0.70063,0.579,False,False,1.18039,0.75744,2.354
Vendido,SOLUSDT,211.28,212.7,210.19,211.28,209.716,208.436,4.051,4.415,1.28,78.001,-0.116,0.418,0.529,0.529,Descendo,-0.148,Descendo,0.0,13.146,1.39847,0.78477,0.6137,0.383,False,False,1.18039,0.75744,2.354
Vendido,SOLUSDT,211.39,212.7,210.19,211.38,209.73,208.438,4.053,4.415,1.292,78.593,-0.115,0.418,0.449,0.543,Subindo,-0.146,Subindo,2.703,0.0,1.38805,0.78288,0.60517,0.364,False,False,1.18039,0.75744,2.354
Vendido,SOLUSDT,210.95,212.7,210.19,210.95,209.669,208.427,4.045,4.415,1.241,75.792,-0.129,0.418,0.463,0.481,Descendo,-0.156,Descendo,0.0,11.316,1.34847,0.77568,0.57279,0.291,False,False,1.18039,0.75744,2.354
Vendido,SOLUSDT,210.97,212.7,210.19,210.97,209.671,208.428,4.046,4.415,1.244,75.939,-0.131,0.418,0.401,0.484,Subindo,-0.156,Subindo,0.593,0.0,1.32139,0.77076,0.55063,0.241,False,False,1.18039,0.75744,2.354
Vendido,SOLUSDT,210.92,211.21,210.88,210.91,209.863,208.315,3.899,4.417,1.548,68.835,-0.123,0.419,0.404,0.157,Descendo,-0.119,Subindo,0.0,67.552,1.38514,0.88866,0.49648,-0.151,False,False,1.03731,0.86567,-12.121
Vendido,SOLUSDT,210.8,211.21,210.6,210.81,209.849,208.312,3.897,4.417,1.536,66.345,-0.12,0.419,0.077,0.143,Descendo,-0.121,Descendo,0.0,9.091,1.39555,0.89056,0.505,-0.136,False,False,1.03731,0.88619,-12.121
Vendido,SOLUSDT,210.95,211.21,210.6,210.94,209.867,208.316,3.899,4.417,1.552,69.618,-0.114,0.419,0.063,0.161,Subindo,-0.118,Subindo,13.0,0.0,1.41639,0.89434,0.52204,-0.107,False,False,1.03731,0.88619,-12.121
Vendido,SOLUSDT,211.37,211.35,210.6,211.34,209.924,208.326,3.907,4.418,1.599,78.736,-0.101,0.419,0.081,0.219,Subindo,-0.108,Subindo,35.398,0.0,1.48305,0.90646,0.57659,-0.014,False,False,1.0569,0.88619,-10.461
Vendido,SOLUSDT,211.17,211.44,210.6,211.16,209.899,208.321,3.903,4.417,1.578,75.961,-0.104,0.419,0.139,0.193,Descendo,-0.113,Descendo,0.0,11.765,1.45805,0.90192,0.55613,-0.049,False,False,1.05877,0.88619,-10.303
Vendido,SOLUSDT,210.38,211.44,210.33,210.37,209.786,208.301,3.891,4.417,1.484,57.236,-0.139,0.419,0.113,0.08,Descendo,-0.133,Descendo,0.0,58.519,1.31639,0.87616,0.44023,-0.247,False,False,1.05877,0.91138,-10.303
Vendido,SOLUSDT,210.46,211.44,210.33,210.48,209.801,208.304,3.892,4.417,1.497,59.271,-0.137,0.419,0.0,0.096,Subindo,-0.13,Subindo,19.643,0.0,1.31847,0.87654,0.44193,-0.244,False,False,1.05877,0.91138,-10.303
Vendido,SOLUSDT,210.82,211.44,210.33,210.78,209.844,208.311,3.897,4.417,1.533,65.633,-0.119,0.419,0.016,0.139,Subindo,-0.122,Subindo,44.776,0.0,1.39555,0.89056,0.505,-0.136,False,False,1.05877,0.91138,-10.303
Vendido,SOLUSDT,211.79,211.82,210.33,211.8,209.99,208.337,3.917,4.418,1.653,82.046,-0.081,0.419,0.059,0.284,Subindo,-0.097,Subindo,105.155,0.0,1.56639,0.92162,0.64477,0.103,False,False,1.09422,0.91138,-7.3
Vendido,SOLUSDT,211.7,211.82,210.33,211.71,209.977,208.335,3.915,4.418,1.642,81.482,-0.082,0.419,0.204,0.271,Descendo,-0.099,Descendo,0.0,4.523,1.5643,0.92124,0.64307,0.1,False,False,1.09422,0.91138,-7.3
Vendido,SOLUSDT,211.19,211.82,210.33,211.22,209.907,208.322,3.904,4.417,1.585,77.661,-0.108,0.419,0.191,0.201,Descendo,-0.111,Descendo,0.0,25.789,1.43514,0.89775,0.53738,-0.081,False,False,1.09422,0.91138,-7.3
Vendido,SOLUSDT,211.17,211.82,210.33,211.16,209.899,208.321,3.903,4.417,1.578,75.961,-0.107,0.419,0.121,0.193,Descendo,-0.113,Descendo,0.0,4.255,1.44555,0.89965,0.54591,-0.066,False,False,1.09422,0.91138,-7.3
Vendido,SOLUSDT,211.36,211.82,210.33,211.32,209.921,208.325,3.906,4.418,1.596,78.564,-0.097,0.419,0.113,0.216,Subindo,-0.109,Subindo,11.852,0.0,1.49347,0.90836,0.58511,0.001,False,False,1.09422,0.91138,-7.3
Vendido,SOLUSDT,210.76,211.17,210.72,210.78,209.974,208.186,3.714,4.42,1.788,61.352,-0.157,0.42,0.136,0.074,Descendo,-0.135,Descendo,0.0,65.563,1.36409,0.98564,0.37845,-0.317,False,False,1.04444,0.86204,-4.549
Vendido,SOLUSDT,211.2,211.29,210.51,211.2,210.034,208.197,3.722,4.421,1.837,76.712,-0.139,0.42,-0.006,0.134,Subindo,-0.124,Subindo,80.769,0.0,1.47659,1.0061,0.47049,-0.151,False,False,1.06019,0.88148,-3.11
Vendido,SOLUSDT,211.66,211.86,210.51,211.6,210.091,208.207,3.731,4.421,1.884,81.294,-0.109,0.42,0.054,0.191,Subindo,-0.114,Subindo,42.553,0.0,1.56409,1.022,0.54209,-0.022,False,False,1.10833,0.88148,1.29
Vendido,SOLUSDT,211.93,211.91,210.51,211.78,210.117,208.211,3.735,4.421,1.906,82.815,-0.102,0.42,0.111,0.217,Subindo,-0.11,Subindo,13.433,0.0,1.61201,1.03072,0.58129,0.048,False,False,1.12407,0.88148,2.729
Vendido,SOLUSDT,212.24,212.46,210.51,212.2,210.177,208.222,3.746,4.421,1.955,85.556,-0.089,0.42,0.137,0.277,Subindo,-0.099,Subindo,27.632,0.0,1.64742,1.03716,0.61027,0.101,False,False,1.16389,0.88148,6.367
Vendido,SOLUSDT,212.29,212.87,210.51,212.26,210.186,208.223,3.748,4.421,1.962,85.878,-0.084,0.42,0.197,0.286,Subindo,-0.098,Subindo,3.093,0.0,1.68909,1.04473,0.64436,0.162,False,False,1.20185,0.88148,9.837
Vendido,SOLUSDT,212.39,212.87,210.51,212.38,210.203,208.226,3.751,4.421,1.976,86.48,-0.084,0.42,0.206,0.303,Subindo,-0.095,Subindo,6.0,0.0,1.70159,1.047,0.65459,0.181,False,False,1.20185,0.88148,9.837
Vendido,SOLUSDT,212.75,212.87,210.51,212.78,210.26,208.236,3.763,4.422,2.024,88.163,-0.069,0.42,0.223,0.36,Subindo,-0.085,Subindo,18.868,0.0,1.74326,1.05458,0.68868,0.242,False,False,1.20185,0.88148,9.837
Vendido,SOLUSDT,212.57,212.87,210.51,212.57,210.23,208.231,3.757,4.421,1.999,87.335,-0.074,0.42,0.28,0.33,Descendo,-0.09,Descendo,0.0,8.333,1.72242,1.05079,0.67163,0.211,False,False,1.20185,0.88148,9.837
Vendido,SOLUSDT,212.69,212.88,210.51,212.71,210.25,208.235,3.761,4.422,2.015,87.9,-0.075,0.42,0.25,0.35,Subindo,-0.087,Subindo,6.061,0.0,1.71826,1.05003,0.66822,0.205,False,False,1.20278,0.88148,9.921
Vendido,SOLUSDT,213.01,213.03,210.51,213.03,210.296,208.243,3.771,4.422,2.053,89.018,-0.057,0.42,0.27,0.396,Subindo,-0.079,Subindo,13.061,0.0,1.79534,1.06405,0.73129,0.319,False,False,1.22037,0.88148,11.529
Vendido,SOLUSDT,212.54,213.07,210.51,212.51,210.221,208.23,3.755,4.421,1.992,87.077,-0.072,0.42,0.316,0.321,Descendo,-0.092,Descendo,0.0,18.773,1.75367,1.05647,0.6972,0.258,False,False,1.22037,0.88148,11.529
Vendido,SOLUSDT,212.48,213.07,210.51,212.47,210.216,208.229,3.754,4.421,1.987,86.899,-0.072,0.42,0.241,0.316,Descendo,-0.093,Descendo,0.0,1.778,1.74326,1.05458,0.68868,0.242,False,False,1.22037,0.88148,11.529
Vendido,SOLUSDT,212.47,212.87,212.3,212.35,210.639,208.189,3.696,4.428,2.45,72.997,-0.107,0.421,0.236,0.376,Subindo,-0.048,Subindo,19.005,0.0,1.86095,1.20801,0.65294,-0.101,False,False,1.25839,0.59564,3.115
Vendido,SOLUSDT,212.03,212.87,211.93,212.03,210.593,208.18,3.687,4.428,2.412,65.012,-0.119,0.421,0.296,0.33,Descendo,-0.056,Descendo,0.0,12.167,1.76095,1.18983,0.57112,-0.214,False,False,1.25839,0.62668,3.115
Vendido,SOLUSDT,212.01,212.87,211.88,211.99,210.587,208.18,3.686,4.428,2.408,64.135,-0.123,0.421,0.25,0.324,Descendo,-0.057,Descendo,0.0,1.732,1.75678,1.18907,0.56771,-0.218,False,False,1.25839,0.63087,3.115
Vendido,SOLUSDT,212.68,212.87,211.88,212.67,210.684,208.196,3.705,4.429,2.488,83.217,-0.091,0.421,0.244,0.421,Subindo,-0.04,Subindo,29.956,0.0,1.88386,1.21218,0.67169,-0.075,False,False,1.25839,0.63087,3.115
Vendido,SOLUSDT,212.82,212.87,211.88,212.79,210.701,208.2,3.709,4.429,2.502,87.829,-0.085,0.421,0.341,0.439,Subindo,-0.037,Subindo,4.068,0.0,1.93595,1.22165,0.7143,-0.016,False,False,1.26342,0.63087,3.528
Vendido,SOLUSDT,212.81,212.98,211.88,212.8,210.703,208.2,3.709,4.429,2.503,88.236,-0.091,0.421,0.359,0.44,Subindo,-0.037,Subindo,0.326,0.0,1.89428,1.21407,0.68021,-0.063,False,False,1.26762,0.63087,3.872
Vendido,SOLUSDT,212.57,213.1,211.88,212.61,210.676,208.195,3.703,4.428,2.481,81.089,-0.1,0.421,0.36,0.413,Descendo,-0.042,Descendo,0.0,6.169,1.86095,1.20801,0.65294,-0.101,False,False,1.27768,0.63087,4.696
Vendido,SOLUSDT,212.58,213.1,211.88,212.58,210.671,208.194,3.702,4.428,2.477,80.065,-0.095,0.421,0.333,0.409,Descendo,-0.043,Descendo,0.0,1.038,1.87553,1.21066,0.66487,-0.084,False,False,1.27768,0.63087,4.696
Vendido,SOLUSDT,212.5,213.1,211.88,212.52,210.663,208.193,3.701,4.428,2.47,78.092,-0.106,0.421,0.329,0.4,Descendo,-0.044,Descendo,0.0,2.098,1.82345,1.20119,0.62225,-0.143,False,False,1.27768,0.63087,4.696
Vendido,SOLUSDT,212.08,213.1,211.88,212.08,210.6,208.182,3.688,4.428,2.418,66.143,-0.123,0.421,0.32,0.337,Descendo,-0.055,Descendo,0.0,15.714,1.75053,1.18793,0.5626,-0.225,False,False,1.27768,0.63087,4.696
Vendido,SOLUSDT,212.34,213.1,211.87,212.35,210.639,208.189,3.696,4.428,2.45,72.997,-0.105,0.421,0.257,0.376,Subindo,-0.048,Subindo,11.441,0.0,1.83386,1.20309,0.63078,-0.131,False,False,1.27768,0.63171,4.696
Vendido,SOLUSDT,212.49,213.1,211.87,212.48,210.657,208.192,3.699,4.428,2.465,76.83,-0.1,0.421,0.296,0.394,Subindo,-0.045,Subindo,4.943,0.0,1.85886,1.20763,0.65123,-0.103,False,False,1.27768,0.63171,4.696
Vendido,SOLUSDT,212.55,213.1,211.87,212.49,210.659,208.192,3.7,4.428,2.467,77.142,-0.101,0.421,0.314,0.396,Subindo,-0.045,Subindo,0.362,0.0,1.84428,1.20498,0.6393,-0.12,False,False,1.27768,0.63171,4.696
Vendido,SOLUSDT,212.97,213.09,212.38,212.97,211.421,208.136,3.607,4.438,3.285,83.031,0.084,0.421,0.316,0.757,Subindo,-0.056,Descendo,91.336,0.0,1.89998,1.33258,0.56739,-0.122,False,False,1.34438,0.56538,5.22
Vendido,SOLUSDT,212.53,213.09,212.22,212.53,211.359,208.126,3.592,4.437,3.233,78.414,0.058,0.421,0.677,0.694,Descendo,-0.067,Descendo,0.0,8.302,1.77289,1.30948,0.46342,-0.283,False,False,1.34438,0.58011,5.22
Vendido,SOLUSDT,211.97,213.09,211.83,212.01,211.284,208.112,3.577,4.437,3.172,59.333,0.038,0.421,0.614,0.62,Descendo,-0.08,Descendo,0.0,10.7,1.69789,1.29584,0.40205,-0.378,False,False,1.34438,0.61602,5.22
Vendido,SOLUSDT,212.0,213.09,211.83,212.02,211.286,208.113,3.577,4.437,3.173,59.612,0.046,0.421,0.54,0.621,Subindo,-0.08,Subindo,0.23,0.0,1.70414,1.29698,0.40717,-0.37,False,False,1.34438,0.61602,5.22
Vendido,SOLUSDT,212.28,213.09,211.83,212.25,211.319,208.118,3.584,4.437,3.2,66.84,0.045,0.421,0.541,0.654,Subindo,-0.075,Subindo,5.287,0.0,1.72706,1.30114,0.42592,-0.341,False,False,1.34438,0.61602,5.22
Vendido,SOLUSDT,212.19,213.09,211.83,212.19,211.31,208.117,3.582,4.437,3.193,64.791,0.048,0.421,0.574,0.646,Descendo,-0.076,Descendo,0.0,1.31,1.72289,1.30039,0.42251,-0.346,False,False,1.34438,0.61602,5.22
Vendido,SOLUSDT,212.27,213.09,211.83,212.25,211.319,208.118,3.584,4.437,3.2,66.84,0.042,0.421,0.566,0.654,Subindo,-0.075,Subindo,1.327,0.0,1.70414,1.29698,0.40717,-0.37,False,False,1.34438,0.61602,5.22
Vendido,SOLUSDT,211.98,213.09,211.83,211.92,211.271,208.11,3.574,4.437,3.161,56.936,0.04,0.421,0.574,0.607,Descendo,-0.083,Descendo,0.0,7.205,1.71248,1.29849,0.41399,-0.359,False,False,1.34438,0.61602,5.22
Vendido,SOLUSDT,211.65,213.09,211.38,211.65,211.233,208.104,3.567,4.437,3.129,50.779,0.023,0.421,0.527,0.569,Descendo,-0.089,Descendo,0.0,6.353,1.63539,1.28448,0.35092,-0.457,False,False,1.34438,0.65746,5.22
